index,Rooms,Type,Price,Postcode,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,index,zipcode,airbnb price mean,airbnb record count,airbnb weekly price_mean,airbnb monthly price mean,Price_log
854,4,h,1100000.0,3165.0,190.0,2004.0,-37.9257,145.0735,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.041392685158225
855,3,h,1085000.0,3165.0,,,-37.9348,145.0634,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.035429738184549
856,3,t,920000.0,3165.0,,,-37.9112,145.0738,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.963787827345556
857,3,h,1050000.0,3165.0,131.0,1950.0,-37.9117,145.0695,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.021189299069938
858,3,h,1560000.0,3165.0,,,-37.9217,145.056,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.193124598354461
859,4,h,800000.0,3165.0,,,-37.9278,145.08100000000005,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.903089986991944
860,2,h,722000.0,3165.0,79.0,2005.0,-37.9293,145.0657,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.858537197569639
861,3,h,930000.0,3165.0,133.0,1960.0,-37.9286,145.069,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.968482948553935
862,3,h,921000.0,3165.0,119.0,2000.0,-37.919,145.0829,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.964259630196849
863,4,h,1035000.0,3165.0,160.0,1950.0,-37.9193,145.0691,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.014940349792937
864,3,u,720000.0,3165.0,,1996.0,-37.9329,145.0617,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.857332496431268
865,3,h,1185000.0,3165.0,,,-37.9228,145.0527,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.073718350346122
866,4,h,1352000.0,3165.0,196.0,1950.0,-37.9252,145.0562,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.130976691605617
867,4,t,1005000.0,3165.0,205.0,2006.0,-37.9197,145.05700000000004,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.002166061756507
868,2,u,761000.0,3165.0,,,-37.9073,145.0599,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.881384656770573
870,3,h,1200000.0,3165.0,120.0,1970.0,-37.9244,145.0665,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.079181246047625
871,3,h,780000.0,3165.0,126.0,1950.0,-37.9168,145.0809,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.892094602690481
872,4,t,1250000.0,3165.0,231.0,2010.0,-37.9299,145.0598,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.096910013008056
873,3,h,750000.0,3165.0,,,-37.9115,145.0844,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.8750612633917
874,3,h,1300000.0,3165.0,,,-37.9198,145.0787,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.113943352306837
876,4,h,1110000.0,3165.0,176.0,1960.0,-37.9262,145.0624,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.045322978786658
877,2,u,835000.0,3165.0,,,-37.9149,145.0676,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.921686475483602
878,4,h,1690000.0,3165.0,165.0,1950.0,-37.9117,145.0534,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.227886704613674
879,3,u,791000.0,3165.0,122.0,1950.0,-37.9149,145.0788,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.898176483497677
880,3,h,900000.0,3165.0,140.0,1940.0,-37.9347,145.0507,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.954242509439325
881,3,h,1189000.0,3165.0,,2010.0,-37.9144,145.0582,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.075181854618692
882,3,t,825000.0,3165.0,,,-37.9269,145.0787,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.9164539485499255
883,3,t,1030000.0,3165.0,,,-37.9195,145.0555,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.012837224705172
884,3,t,970000.0,3165.0,156.0,2000.0,-37.9176,145.0566,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.986771734266245
885,3,h,930000.0,3165.0,,,-37.9369,145.0751,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.968482948553935
886,4,h,1510000.0,3165.0,,,-37.9198,145.0545,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.17897694729317
887,3,t,1240000.0,3165.0,,,-37.9316,145.0542,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.093421685162235
888,3,h,823000.0,3165.0,143.0,2003.0,-37.9079,145.0707,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.91539983521227
889,4,h,1310000.0,3165.0,,,-37.9147,145.0645,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.117271295655764
890,4,h,1475000.0,3165.0,,,-37.9272,145.0786,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.168792020314182
891,4,t,950000.0,3165.0,,1940.0,-37.9133,145.0837,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.977723605288848
892,4,t,1045000.0,3165.0,190.0,2010.0,-37.9198,145.0789,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.019116290447073
893,3,h,750000.0,3165.0,,,-37.9193,145.0553,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.8750612633917
894,3,u,800000.0,3165.0,,1994.0,-37.9085,145.0683,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.903089986991944
895,2,u,655000.0,3165.0,80.0,2000.0,-37.9079,145.0685,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.816241299991783
897,3,h,835000.0,3165.0,105.0,1980.0,-37.9087,145.0537,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.921686475483602
898,3,h,1140000.0,3165.0,,,-37.9178,145.0815,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.056904851336473
899,2,h,1120000.0,3165.0,,,-37.9146,145.0767,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.049218022670182
900,4,t,1465000.0,3165.0,256.0,2015.0,-37.9256,145.0533,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.165837624690128
901,3,h,910000.0,3165.0,96.0,1950.0,-37.9241,145.0763,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.959041392321094
902,3,u,920000.0,3165.0,123.0,2007.0,-37.9329,145.053,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.963787827345556
903,3,t,935000.0,3165.0,160.0,2012.0,-37.9179,145.0592,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.970811610872518
904,3,h,977000.0,3165.0,163.0,1970.0,-37.9242,145.0705,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.989894563718773
905,3,h,1352000.0,3165.0,122.0,1950.0,-37.9113,145.0765,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.130976691605617
906,4,h,1115000.0,3165.0,160.0,1960.0,-37.9274,145.0654,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.047274867384179
907,3,h,780000.0,3165.0,,1966.0,-37.9324,145.0577,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.892094602690481
908,3,h,1115000.0,3165.0,,,-37.9233,145.0674,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.047274867384179
909,3,h,1197000.0,3165.0,147.0,1949.0,-37.9232,145.0563,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.078094150406411
910,2,u,485000.0,3165.0,83.0,2011.0,-37.9292,145.0708,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.685741738602264
911,3,u,810000.0,3165.0,,1950.0,-37.9245,145.0773,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.9084850188786495
912,4,h,1365000.0,3165.0,151.0,1960.0,-37.9129,145.0598,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.135132651376775
913,3,h,700000.0,3165.0,,,-37.9314,145.0808,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.845098040014257
914,4,h,1698888.0,3165.0,337.0,2006.0,-37.9138,145.0774,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.230164748742337
915,4,h,1150000.0,3165.0,,,-37.9258,145.075,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.060697840353612
916,2,u,340000.0,3165.0,,2012.0,-37.9096,145.0843,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.531478917042255
917,3,h,1000000.0,3165.0,,,-37.9362,145.0691,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.0
918,3,t,965000.0,3165.0,28.0,2010.0,-37.9142,145.08,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.984527313343793
919,3,u,870000.0,3165.0,150.0,2011.0,-37.9225,145.0754,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.939519252618618
920,3,h,1405000.0,3165.0,,,-37.9143,145.0629,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.1476763242410986
921,3,h,1161000.0,3165.0,168.0,1950.0,-37.912,145.0752,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.064832219738574
922,3,h,1266000.0,3165.0,146.0,1970.0,-37.9307,145.0531,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.102433705681336
923,3,t,700000.0,3165.0,200.0,2008.0,-37.9272,145.0801,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.845098040014257
924,4,t,1325000.0,3165.0,265.0,2012.0,-37.9116,145.0686,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.122215878272827
925,3,u,770000.0,3165.0,132.0,2005.0,-37.9257,145.0811,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.886490725172482
926,3,h,1110000.0,3165.0,538.0,,-37.9272,145.0705,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.045322978786658
927,1,u,380000.0,3165.0,99.0,1970.0,-37.9315,145.0619,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.57978359661681
928,4,h,1175000.0,3165.0,158.0,1980.0,-37.9281,145.0669,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.0700378666077555
929,3,h,1200000.0,3165.0,120.0,1960.0,-37.916,145.0776,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.079181246047625
930,4,h,1370000.0,3165.0,196.0,1970.0,-37.9147,145.0751,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.136720567156407
931,4,h,1433500.0,3165.0,186.0,1950.0,-37.9289,145.0502,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.156397697282503
932,2,h,1630000.0,3165.0,,,-37.9135,145.0557,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.212187604403958
933,3,h,1360000.0,3165.0,,,-37.9233,145.0616,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.133538908370218
934,4,h,900000.0,3165.0,,,-37.9229,145.0673,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.954242509439325
935,3,t,860000.0,3165.0,131.0,2005.0,-37.9075,145.061,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.9344984512435675
936,2,u,772500.0,3165.0,,,-37.9218,145.0563,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.887898488096872
937,3,h,1001000.0,3165.0,,,-37.9216,145.07299999999995,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.000434077479318
938,2,u,715000.0,3165.0,114.0,1995.0,-37.9107,145.0598,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.854306041801081
939,3,h,801000.0,3165.0,,,-37.9218,145.053,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.903632516084238
940,3,t,882000.0,3165.0,,,-37.9108,145.0794,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.945468585131819
941,2,h,1180000.0,3165.0,,,-37.9234,145.0616,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.071882007306125
942,3,t,840000.0,3165.0,,,-37.9241,145.0668,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.924279286061882
943,2,h,710000.0,3165.0,115.0,1950.0,-37.9212,145.0606,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.8512583487190755
944,4,h,1040000.0,3165.0,,,-37.9295,145.063,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.017033339298781
946,3,h,930000.0,3165.0,,,-37.9162,145.0799,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.968482948553935
947,3,u,790000.0,3165.0,100.0,1996.0,-37.9286,145.0737,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.897627091290442
948,3,h,1040000.0,3165.0,,,-37.927,145.0645,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.017033339298781
949,3,h,1020000.0,3165.0,144.0,1960.0,-37.9251,145.0771,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.008600171761918
950,3,t,670000.0,3165.0,,,-37.9376,145.0784,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.826074802700826
951,3,u,800000.0,3165.0,,,-37.9163,145.0779,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.903089986991944
952,4,t,1120000.0,3165.0,,,-37.9213,145.0565,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.049218022670182
953,3,t,970000.0,3165.0,,,-37.9181,145.0586,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.986771734266245
954,3,t,787500.0,3165.0,,,-37.9189,145.0584,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.896250562461638
955,3,h,950000.0,3165.0,,,-37.9129,145.0786,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.977723605288848
956,3,h,886000.0,3165.0,122.0,2012.0,-37.9159,145.0787,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.947433721887051
957,3,t,780000.0,3165.0,,,-37.9131,145.07,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.892094602690481
958,4,h,1015000.0,3165.0,198.0,1997.0,-37.9374,145.0726,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.006466042249231
959,3,u,830000.0,3165.0,,2001.0,-37.9364,145.0649,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.919078092376074
960,3,h,1241000.0,3165.0,,,-37.9237,145.0527,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.09377178149873
961,4,h,1255000.0,3165.0,167.0,1950.0,-37.9207,145.0757,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.098643725817057
962,3,h,1320000.0,3165.0,94.0,1950.0,-37.9178,145.067,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.12057393120585
963,3,h,870000.0,3165.0,133.0,1950.0,-37.9236,145.0545,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.939519252618618
964,4,h,1472500.0,3165.0,219.0,2013.0,-37.9351,145.0572,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.168055303459139
965,2,h,640000.0,3165.0,118.0,2005.0,-37.908,145.0716,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,5.8061799739838875
966,2,h,1160000.0,3165.0,,,-37.9325,145.0694,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.064457989226918
967,4,h,1306000.0,3165.0,,,-37.919,145.0558,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.115943176939055
968,3,h,1291000.0,3165.0,,,-37.9291,145.0538,Southern Metropolitan,138.0,3165.0,113.03921568627452,51.0,563.2,2032.8,6.11092624226642
969,4,h,1620000.0,3128.0,255.0,1940.0,-37.8151,145.135,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.209515014542631
970,2,u,645000.0,3128.0,81.0,1965.0,-37.8271,145.1299,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.8095597146352675
971,2,u,790000.0,3128.0,,,-37.826,145.129,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.897627091290442
972,4,h,880000.0,3128.0,,2003.0,-37.828,145.1215,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.944482672150168
973,4,h,1560000.0,3128.0,167.0,1905.0,-37.8233,145.1267,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.193124598354461
974,3,h,1715000.0,3128.0,170.0,1950.0,-37.8257,145.1216,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.2342641243787895
975,3,h,1200000.0,3128.0,110.0,1950.0,-37.8275,145.1298,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.079181246047625
976,3,h,1760000.0,3128.0,151.0,1910.0,-37.8258,145.1246,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.2455126678141495
977,1,u,288000.0,3128.0,,1970.0,-37.8241,145.1262,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.459392487759231
978,3,h,948000.0,3128.0,108.0,1950.0,-37.8167,145.1373,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.976808337338066
979,4,h,2770000.0,3128.0,,1950.0,-37.8135,145.1218,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.442479769064448
980,3,h,1412000.0,3128.0,,,-37.8274,145.1274,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.149834696715785
981,2,u,465000.0,3128.0,65.0,2010.0,-37.8216,145.127,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.6674529528899535
982,4,t,975000.0,3128.0,158.0,2008.0,-37.8282,145.1301,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.989004615698537
983,3,h,1325000.0,3128.0,134.0,1950.0,-37.827,145.1209,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.122215878272827
984,3,t,750000.0,3128.0,3.0,2000.0,-37.8287,145.1319,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.8750612633917
985,3,h,1400000.0,3128.0,159.0,1940.0,-37.8285,145.1272,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.146128035678238
986,3,h,1500000.0,3128.0,106.0,1930.0,-37.8235,145.1276,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.176091259055681
987,4,h,1600000.0,3128.0,195.0,1890.0,-37.8247,145.1281,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.204119982655925
988,2,u,616000.0,3128.0,,,-37.8193,145.1149,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.789580712164425
989,4,h,1661000.0,3128.0,,,-37.8143,145.1262,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.220369632451394
990,4,h,1461400.0,3128.0,235.0,1927.0,-37.8244,145.1319,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.164769103009198
991,3,u,775000.0,3128.0,108.0,1980.0,-37.8275,145.1232,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.889301702506311
992,4,h,1506000.0,3128.0,,,-37.81800000000001,145.1354,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.177824971864681
993,4,h,1670000.0,3128.0,162.0,1926.0,-37.8166,145.1354,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.222716471147583
994,1,u,340000.0,3128.0,,,-37.8215,145.1214,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.531478917042255
996,3,h,928000.0,3128.0,106.0,1890.0,-37.8247,145.1206,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.967547976218862
997,2,u,761000.0,3128.0,,2000.0,-37.8171,145.1343,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.881384656770573
998,2,u,636000.0,3128.0,82.0,1970.0,-37.8234,145.1235,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.803457115648414
999,4,h,1625000.0,3128.0,,1912.0,-37.8279,145.121,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.210853365314893
1000,4,h,1430000.0,3128.0,,,-37.8273,145.1289,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.155336037465061
1001,3,h,836000.0,3128.0,,2005.0,-37.8261,145.1281,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.922206277439017
1002,2,u,400000.0,3128.0,,,-37.8248,145.1215,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.6020599913279625
1003,3,h,1170000.0,3128.0,95.0,1920.0,-37.8264,145.1248,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.068185861746161
1004,4,h,1670000.0,3128.0,231.0,1924.0,-37.8274,145.1242,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.222716471147583
1005,3,h,1351000.0,3128.0,,,-37.8246,145.1269,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,6.130655349022031
1006,3,h,857000.0,3128.0,119.0,1930.0,-37.8283,145.1195,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.9329808219231985
1007,3,t,822500.0,3128.0,130.0,2000.0,-37.8154,145.1355,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.9151359066220115
1008,2,u,560000.0,3128.0,,1970.0,-37.8269,145.1305,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.748188027006201
1009,2,u,420000.0,3128.0,,1970.0,-37.8253,145.1205,Eastern Metropolitan,103.0,3128.0,111.44392523364486,214.0,426.375,1610.625,5.623249290397901
1010,3,h,870000.0,3019.0,,,-37.7824,144.8469,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.939519252618618
1011,2,h,645000.0,3019.0,75.0,1950.0,-37.7839,144.8524,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.8095597146352675
1012,3,t,502000.0,3019.0,106.0,2011.0,-37.785,144.8561,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.70070371714502
1013,3,u,495000.0,3019.0,124.0,2006.0,-37.7851,144.8517,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.694605198933568
1014,3,h,660000.0,3019.0,,,-37.7804,144.8481,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.819543935541868
1015,2,h,868000.0,3019.0,77.0,1950.0,-37.7814,144.847,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.938519725176492
1016,4,h,645000.0,3019.0,154.0,1990.0,-37.7908,144.8485,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.8095597146352675
1017,3,h,652000.0,3019.0,145.0,2010.0,-37.7865,144.8605,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.814247595731921
1018,4,h,850000.0,3019.0,240.0,2002.0,-37.788,144.862,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.929418925714293
1019,3,h,570500.0,3019.0,,1960.0,-37.7924,144.8523,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.756255648754234
1020,3,h,575000.0,3019.0,98.0,1955.0,-37.7923,144.852,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.7596678446896306
1021,4,h,882000.0,3019.0,216.0,2008.0,-37.7763,144.8543,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.945468585131819
1022,3,h,730000.0,3019.0,135.0,1970.0,-37.7815,144.855,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.863322860120456
1023,2,h,670000.0,3019.0,,,-37.7825,144.8545,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.826074802700826
1024,3,h,585000.0,3019.0,,,-37.7934,144.8467,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.767155866082181
1025,2,h,826000.0,3019.0,,1950.0,-37.7799,144.8473,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.916980047320382
1026,4,h,610000.0,3019.0,154.0,1990.0,-37.7908,144.8485,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.785329835010767
1027,3,h,696000.0,3019.0,90.0,1960.0,-37.7899,144.8515,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.842609239610562
1028,2,h,660000.0,3019.0,,1960.0,-37.7908,144.8522,Western Metropolitan,16.0,3019.0,90.46666666666667,15.0,200.0,,5.819543935541868
