index,Rooms,Price,Postcode,BuildingArea,YearBuilt,Lattitude,Longtitude,index.1,zipcode,airbnb price mean,airbnb record count,airbnb weekly price_mean,airbnb monthly price mean,Price_log,Type_h,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,Rooms_0.0,Rooms_1.0,Rooms_2.0,Price_0.0,Price_1.0,Price_2.0,pca1_scaled,pca2_scaled,Type
1946,2,434000.0,3058.0,80.0,1965.0,-37.7405,144.9644,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.63748972951251,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.8374422066135323,-0.9499853048961857,u
1947,2,653000.0,3058.0,107.0,2012.0,-37.7422,144.9606,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.814913181275074,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.858536690061512,-0.9679126790922846,u
1948,3,640000.0,3058.0,109.0,1995.0,-37.7403,144.9491,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.806179973983888,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.005137462161026374,-1.1271076550161294,t
1949,2,820000.0,3058.0,110.4,1960.0,-37.7402,144.9807,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.913813852383717,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1105752480650115,-1.3103145863165262,h
1950,4,1250000.0,3058.0,111.0,1986.8,-37.7433,144.9762,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.096910013008056,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1368487687836333,-1.302211748960022,h
1953,3,1090000.0,3058.0,111.0,1986.8,-37.753,144.9485,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.037426497940624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9565350275532849,-1.313634883149068,h
1954,3,1130000.0,3058.0,127.0,1920.0,-37.7379,144.9623,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.05307844348342,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9868902847210661,-1.2903139466678915,h
1955,4,1145000.0,3058.0,111.0,1986.8,-37.7402,144.9607,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.058805486675907,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1369213984843207,-1.3043518200088715,h
1956,2,657000.0,3058.0,111.0,1986.8,-37.7427,144.9711,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.817565369559781,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.080962538854554,-1.1283007122261128,t
1957,3,763000.0,3058.0,110.0,1994.0,-37.7517,144.963,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.882524537954881,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9533391028161979,-1.315366263287339,h
1958,2,903000.0,3058.0,94.0,1910.0,-37.7484,144.9521,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.955687750313506,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0883723090398396,-1.291895781369456,h
1959,3,1000000.0,3058.0,117.0,1970.0,-37.75,144.9695,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9641557102792293,-1.3059788716311689,h
1960,4,1742000.0,3058.0,256.0,2006.0,-37.7529,144.9534,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.241048150671644,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.8764411544037813,0.2776919715465422,h
1961,4,865000.0,3058.0,125.0,1925.0,-37.7525,144.94799999999995,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.937016107464814,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1643549552864982,-1.2789940841831315,h
1962,2,485000.0,3058.0,96.0,1880.0,-37.7367,144.9701,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.685741738602264,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.79920143029376,-0.9178106564548884,u
1963,3,1278000.0,3058.0,156.0,1930.0,-37.7464,144.959,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.106530853822381,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9822287011272075,-1.2924519554918639,h
1964,3,590000.0,3058.0,109.0,2013.0,-37.7458,144.9751,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.770852011642144,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.013340874720216701,-1.1303367821564074,t
1965,4,1000000.0,3058.0,157.0,1938.0,-37.7337,144.9548,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1590217364915727,-1.2877078357989258,h
1966,3,590000.0,3058.0,168.0,1934.0,-37.7372,144.9764,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.770852011642144,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0223739570969587,-1.1019589610676201,t
1967,3,1030000.0,3058.0,111.0,1986.8,-37.7504,144.9537,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.012837224705172,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9565997978317098,-1.313764037836551,h
1968,4,1136000.0,3058.0,146.0,1920.0,-37.7501,144.96200000000005,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.0553783313750005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.166683395540977,-1.2763483636653896,h
1969,2,635000.0,3058.0,95.0,2014.0,-37.7516,144.9623,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.802773725291976,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0934015927396588,-1.1374516835125306,t
1970,3,1061000.0,3058.0,111.0,1986.8,-37.7359,144.9502,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.025715383901341,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9569541326821731,-1.3174588657571507,h
1971,4,1155000.0,3058.0,111.0,1986.8,-37.7431,144.95600000000005,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.062581984228163,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1368493877094925,-1.3041070860457586,h
1972,4,650000.0,3058.0,111.0,1986.8,-37.7362,144.9714,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.812913356642856,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1370216169688805,-1.3043034037175723,h
1973,3,1286000.0,3058.0,111.0,1986.8,-37.7477,144.9483,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.109240968588203,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9566647716652181,-1.3148866232540337,h
1974,3,885000.0,3058.0,129.8,1920.0,-37.7493,144.9701,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.946943270697825,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9866159549024911,-1.2869457569367748,h
1975,4,1160000.0,3058.0,78.4,1888.0,-37.7436,144.96200000000005,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.064457989226918,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1811199567989508,-1.2656446014736062,h
1976,4,1400000.0,3058.0,189.0,1970.0,-37.7432,144.9481,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.146128035678238,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1444698430452782,-1.2983425364362617,h
1977,2,470000.0,3058.0,111.0,1986.8,-37.7379,144.9683,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.672097857935717,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.8471212858255064,-0.958562629784686,u
1978,3,1260000.0,3058.0,230.0,1930.0,-37.7471,144.9579,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.1003705451175625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9822954058619202,-1.2923566834687787,h
1979,2,920000.0,3058.0,111.0,1986.8,-37.7464,144.9676,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.963787827345556,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1227508066180265,-1.3203269708887657,h
1980,3,841000.0,3058.0,98.0,1920.0,-37.734,144.9603,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.924795995797912,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9869524143325621,-1.2914175665743532,h
1981,2,537500.0,3058.0,73.0,1975.0,-37.7435,144.9563,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.730378468587643,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.8420110263084286,-0.9538586853023602,u
1982,2,1130000.0,3058.0,111.0,1986.8,-37.7543,144.9717,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.05307844348342,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1229433934855895,-1.318113204290544,h
1983,2,598000.0,3058.0,100.0,2007.0,-37.7379,144.9617,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.776701183988411,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0899205724525785,-1.1380137244916217,t
1984,3,1120000.0,3058.0,180.0,2006.0,-37.7481,144.9663,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.049218022670182,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9481246693787226,-1.3204632755738568,h
1985,3,870000.0,3058.0,100.0,1980.0,-37.735,144.9558,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.939519252618618,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9600151265981911,-1.3145582790180177,h
1986,3,680000.0,3058.0,72.0,1920.0,-37.7448,144.9478,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.832508912706237,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9866557546930457,-1.290059815521707,h
1987,1,482500.0,3058.0,111.0,1986.8,-37.7554,144.9648,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.683497317679811,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6020916711130396,-1.2830970387480176,h
1988,3,825000.0,3058.0,131.0,1920.0,-37.7459,144.9773,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.9164539485499255,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9867021026724183,-1.2870775059573927,h
1989,3,725000.0,3058.0,131.0,1900.0,-37.7539,144.9612,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.860338006570994,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.995474161314545,-1.2790351028821432,h
1990,4,1250000.0,3058.0,249.0,1900.0,-37.7537,144.9766,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.096910013008056,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1756867335414154,-1.2664741549625271,h
1991,2,1008000.0,3058.0,89.0,1940.0,-37.7505,144.9725,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.003460532109506,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1018821533482068,-1.3010234318139513,h
1992,2,599000.0,3058.0,111.0,1986.8,-37.7474,144.9621,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.777426822389312,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0810795388623524,-1.1280306305413448,t
1993,2,860000.0,3058.0,111.0,1986.8,-37.7509,144.9696,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.934498451243568,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1228605790503832,-1.3190966658127883,h
1994,4,990000.0,3058.0,142.0,1930.0,-37.7537,144.9532,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.99563519459755,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.162103143388566,-1.2801448374040596,h
1995,2,451000.0,3058.0,72.0,1970.0,-37.752,144.954,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.654176541877961,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.8399779545652204,-0.9501779479213456,u
1996,2,635000.0,3058.0,149.0,1920.0,-37.7404,144.9559,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.802773725291976,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.09259879511818,-1.297212297548522,h
1998,3,967000.0,3058.0,111.0,1986.8,-37.7494,144.9681,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.985426474083002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9566273359918356,-1.3126788104755136,h
1999,3,1025000.0,3058.0,112.0,1950.0,-37.7408,144.9558,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.010723865391773,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9733437900860307,-1.3017218890523465,h
2000,3,700000.0,3058.0,102.0,2000.0,-37.7406,144.9555,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.845098040014257,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9509088296007284,-1.3209357474509587,h
2001,3,1130000.0,3058.0,80.0,1945.0,-37.7382,144.9563,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.05307844348342,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.975614049443394,-1.3003819577402642,h
2002,3,835000.0,3058.0,111.0,1986.8,-37.7376,144.9638,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.921686475483602,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9569153837515014,-1.3158185040990487,h
2003,4,1075000.0,3058.0,187.0,1925.0,-37.7473,144.9528,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.031408464251625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.164553754529489,-1.2797372459689993,h
2004,3,845000.0,3058.0,159.0,1980.0,-37.74800000000001,144.9603,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.926856708949693,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9597647718167124,-1.3110946676331845,h
2005,3,600000.0,3058.0,95.0,1976.0,-37.736,144.9665,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.778151250383644,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.003478419329073925,-1.1192506451002098,t
2006,4,1461000.0,3058.0,111.0,1986.8,-37.7535,144.9779,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.164650215934297,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.884879419086478,0.2873571980708473,h
2007,4,1150000.0,3058.0,205.0,1930.0,-37.7456,144.9469,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.060697840353612,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.162371742925778,-1.2825783717488701,h
2008,2,515000.0,3058.0,70.0,1970.0,-37.7474,144.9608,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.711807229041191,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.8398661417680056,-0.9506270039016551,u
2009,3,770000.0,3058.0,55.8,1970.0,-37.7366,144.9564,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.886490725172482,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9644115389953141,-1.3103236644244733,h
2010,2,472000.0,3058.0,69.0,1975.0,-37.747,144.9515,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.673941998634088,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1175235203037543,-1.3171636805525235,h
2011,2,901000.0,3058.0,107.0,1940.0,-37.7445,144.9471,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.954724790979063,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.10172015364998,-1.3047364553751342,h
2012,2,642000.0,3058.0,111.0,1986.8,-37.7477,144.9647,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.807535028068854,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1227832553019466,-1.3202898508573053,h
2013,2,605000.0,3058.0,13.0,1969.0,-37.7519,144.9721,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.781755374652469,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.115011363883564,-1.311866690701639,h
2014,3,687000.0,3058.0,140.0,1995.0,-37.7454,144.9487,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.83695673705955,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0052272133325341535,-1.125943532218908,t
2015,4,975000.0,3058.0,203.0,1996.0,-37.74800000000001,144.9602,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.989004615698537,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.132707985565175,-1.306062170263314,h
2016,3,985000.0,3058.0,100.8,1880.0,-37.7434,144.9697,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.993436230497612,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0046701454235825,-1.2730600721525223,h
2017,3,835000.0,3058.0,111.0,1986.8,-37.7388,144.9529,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.921686475483602,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.956883689343464,-1.3165368514245073,h
2018,3,951000.0,3058.0,111.0,1986.8,-37.743,144.95600000000005,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.978180516937414,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9567814963126178,-1.3152756866253363,h
2019,3,1370000.0,3058.0,130.0,1930.0,-37.7493,144.97799999999995,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.136720567156407,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9821321689938807,-1.290049703313751,h
2020,2,700000.0,3058.0,92.0,1925.0,-37.74,144.9516,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.845098040014257,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0948975177844096,-1.2996379324252003,h
2021,3,810000.0,3058.0,131.0,2010.0,-37.7461,144.9584,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.9084850188786495,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.011981055937204423,-1.1306374752619444,t
2022,2,445000.0,3058.0,117.2,2007.0,-37.7336,144.9597,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.648360010980932,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.8560718512121075,-0.9680783806356372,u
2023,4,838000.0,3058.0,147.0,1960.0,-37.7369,144.9637,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.923244018630276,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1490653876457873,-1.2945725905540604,h
2024,2,810000.0,3058.0,111.0,1986.8,-37.7489,144.9598,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.9084850188786495,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1228136788158334,-1.3204590519371942,h
2025,4,1150000.0,3058.0,164.0,1990.0,-37.7531,144.9504,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.060697840353612,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1352281207099908,-1.3034933858668147,h
2026,4,931000.0,3058.0,160.0,1920.0,-37.7432,144.9768,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.968949680981343,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1668714046134694,-1.2765933447167714,h
2027,1,241000.0,3058.0,62.0,1976.0,-37.7463,144.9635,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,5.382017042574868,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.321659013888659,-0.9175440154308071,u
2028,4,1331000.0,3058.0,111.0,1986.8,-37.7534,144.9679,50.0,3058.0,103.10526315789474,133.0,896.0555555555555,3624.1666666666665,6.124178055474675,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.1365996817703305,-1.3006208926203275,h
